"name" "first" "second" "gender" "confidence_male"
"Raquel Prado" "Raquel" NA "female" "0.0056"
"Rasmus Waagepetersen" "Rasmus" NA "male" "1"
"Raul Jimenez" "Raul" NA "male" "0.9936"
"Ravi Varadhan" "Ravi" NA "male" "0.9979"
"Ray Chambers" "Ray" NA "male" "0.984"
"Raymond J Carroll" "Raymond" NA "male" "0.9952"
"Raymond L Chambers" "Raymond" NA "male" "0.9952"
"Re-Jin Guo" "Re-Jin" NA "unknown" NA
"Rebecca A Betensky" "Rebecca" NA "female" "0.0027"
"Rebecca A Hubbard" "Rebecca" NA "female" "0.0027"
"Recai M Yucel" "Recai" NA "unknown" NA
"Refik Soyer" "Refik" NA "unknown" NA
"Reg Kulperger" "Reg" NA "male" "1"
"Regina Y Liu" "Regina" NA "female" "0.0033"
"Reinhard Furrer" "Reinhard" NA "male" "1"
"Remy Cottet" "Remy" NA "male" "0.5583"
"Renata Nemeth" "Renata" NA "female" "8e-04"
"Renato Monteiro" "Renato" NA "male" "0.9974"
"Rene Belder" "Rene" NA "male" "0.6692"
"Renee X de Menezes" "Renee" NA "female" "0.0083"
"Renjun Ma" "Renjun" NA "unknown" NA
"Reto Knutti" "Reto" NA "female" "0"
"Reza Pakyari" "Reza" NA "male" "1"
"Ricardo Fraiman" "Ricardo" NA "male" "0.9942"
"Ricardo Olea" "Ricardo" NA "male" "0.9942"
"Ricardo T Lemos" "Ricardo" NA "male" "0.9942"
"Richard A Davis" "Richard" NA "male" "0.9963"
"Richard A Levine" "Richard" NA "male" "0.9963"
"Richard A Lockhart" "Richard" NA "male" "0.9963"
"Richard A Olshen" "Richard" NA "male" "0.9963"
"Richard Arratia" "Richard" NA "male" "0.9963"
"Richard C Steed" "Richard" NA "male" "0.9963"
"Richard Charnigo" "Richard" NA "male" "0.9963"
"Richard D Gill" "Richard" NA "male" "0.9963"
"Richard E Chandler" "Richard" NA "male" "0.9963"
"Richard F Gunst" "Richard" NA "male" "0.9963"
"Richard Herrick" "Richard" NA "male" "0.9963"
"Richard Huggins" "Richard" NA "male" "0.9963"
"Richard J Boys" "Richard" NA "male" "0.9963"
"Richard J Cook" "Richard" NA "male" "0.9963"
"Richard J Gardner" "Richard" NA "male" "0.9963"
"Richard J Rendleman Jr" "Richard" NA "male" "0.9963"
"Richard J Swartz" "Richard" NA "male" "0.9963"
"Richard K Crump" "Richard" NA "male" "0.9963"
"Richard L Smith" "Richard" NA "male" "0.9963"
"Richard L Tweedie" "Richard" NA "male" "0.9963"
"Richard M Bittman" "Richard" NA "male" "0.9963"
"Richard N Ross" "Richard" NA "male" "0.9963"
"Richard Nickl" "Richard" NA "male" "0.9963"
"Richard P Waterman" "Richard" NA "male" "0.9963"
"Richard Routledge" "Richard" NA "male" "0.9963"
"Richard Royall" "Richard" NA "male" "0.9963"
"Richard Samworth" "Richard" NA "male" "0.9963"
"Richard Scheines" "Richard" NA "male" "0.9963"
"Richard T Burnett" "Richard" NA "male" "0.9963"
"Richard Tiller" "Richard" NA "male" "0.9963"
"Rick Chappell" "Rick" NA "male" "0.9982"
"Rik Pieters" "Rik" NA "male" "1"
"Rina Foygel" "Rina" NA "female" "0"
"Rob J Hyndman" "Rob" NA "male" "1"
"Robert A Connolly" "Robert" NA "male" "0.9959"
"Robert A Koyak" "Robert" NA "male" "0.9959"
"Robert A Rigby" "Robert" NA "male" "0.9959"
"Robert A Rosenheck" "Robert" NA "male" "0.9959"
"Robert A Stine" "Robert" NA "male" "0.9959"
"Robert A Wolfe" "Robert" NA "male" "0.9959"
"Robert B Gramacy" "Robert" NA "male" "0.9959"
"Robert B Lund" "Robert" NA "male" "0.9959"
"Robert B Scharpf" "Robert" NA "male" "0.9959"
"Robert D Nowak" "Robert" NA "male" "0.9959"
"Robert E Kass" "Robert" NA "male" "0.9959"
"Robert E McCulloch" "Robert" NA "male" "0.9959"
"Robert E Schapire" "Robert" NA "male" "0.9959"
"Robert E Weiss" "Robert" NA "male" "0.9959"
"Robert F Dougherty" "Robert" NA "male" "0.9959"
"Robert Gentleman" "Robert" NA "male" "0.9959"
"Robert Greevy" "Robert" NA "male" "0.9959"
"Robert H Shumway" "Robert" NA "male" "0.9959"
"Robert J Boik" "Robert" NA "male" "0.9959"
"Robert J Kohn" "Robert" NA "male" "0.9959"
"Robert J Petrunia" "Robert" NA "male" "0.9959"
"Robert J Tibshirani" "Robert" NA "male" "0.9959"
"Robert Jarrow" "Robert" NA "male" "0.9959"
"Robert Kwiecien" "Robert" NA "male" "0.9959"
"Robert L Mason" "Robert" NA "male" "0.9959"
"Robert L Paige" "Robert" NA "male" "0.9959"
"Robert L Strawderman" "Robert" NA "male" "0.9959"
"Robert L Winkler" "Robert" NA "male" "0.9959"
"Robert L Wolpert" "Robert" NA "male" "0.9959"
"Robert M Dorazio" "Robert" NA "male" "0.9959"
"Robert M Elashoff" "Robert" NA "male" "0.9959"
"Robert M Merion" "Robert" NA "male" "0.9959"
"Robert Nau" "Robert" NA "male" "0.9959"
"Robert T Krafty" "Robert" NA "male" "0.9959"
"Robert W Haley" "Robert" NA "male" "0.9959"
"Robert W Platt" "Robert" NA "male" "0.9959"
"Robertas Gabrys" "Robertas" NA "female" "0.288"
"Robin Henderson" "Robin" NA "female" "0.123"
"Roch Roy" "Roch" NA "male" "1"
"Roderick J A Little" "Roderick" NA "male" "0.9935"
"Roee Gutman" "Roee" NA "male" "1"
"Roger D Peng" "Roger" NA "male" "0.9962"
"Roger E Bumgarner" "Roger" NA "male" "0.9962"
"Roger Koenker" "Roger" NA "male" "0.9962"
"Rohit S Deo" "Rohit" NA "male" "1"
"Roland Fried" "Roland" NA "male" "0.9964"
"Roland Meeks" "Roland" NA "male" "0.9964"
"Roland Speicher" "Roland" NA "male" "0.9964"
"Rolf Sundberg" "Rolf" NA "male" "1"
"Roman Holenstein" "Roman" NA "male" "0.9956"
"Roman Liska" "Roman" NA "male" "0.9956"
"Ron Brookmeyer" "Ron" NA "male" "0.9979"
"Ron C Mittelhammer" "Ron" NA "male" "0.9979"
"Ron Stewart" "Ron" NA "male" "0.9979"
"Ronald A DeVore" "Ronald" NA "male" "0.9963"
"Ronald Christensen" "Ronald" NA "male" "0.9963"
"Ronald E Gangnon" "Ronald" NA "male" "0.9963"
"Ronald H Randles" "Ronald" NA "male" "0.9963"
"Ronald Klein" "Ronald" NA "male" "0.9963"
"Ronald Neath" "Ronald" NA "male" "0.9963"
"Ronald S Brookmeyer" "Ronald" NA "male" "0.9963"
"Ronald W Butler" "Ronald" NA "male" "0.9963"
"Rong Chen" "Rong" NA "unknown" NA
"Rong Tang" "Rong" NA "unknown" NA
"Ronghua Luo" "Ronghua" NA "unknown" NA
"Rongling Wu" "Rongling" NA "unknown" NA
"Rongning Wu" "Rongning" NA "unknown" NA
"Roopesh Ranjan" "Roopesh" NA "unknown" NA
"Rory J Todhunter" "Rory" NA "male" "0.8226"
"Ross Corkrey" "Ross" NA "male" "0.9955"
"Ross Iaci" "Ross" NA "male" "0.9955"
"Ross L Prentice" "Ross" NA "male" "0.9955"
"Ruben H Zamar" "Ruben" NA "male" "0.9932"
"Rudolf Beran" "Rudolf" NA "male" "1"
"Rudolf Grubel" "Rudolf" NA "male" "1"
"Rudolf Riedi" "Rudolf" NA "male" "1"
"Ruey S Tsay" "Ruey" NA "female" "0.3206"
"Ruggero Bellio" "Ruggero" NA "male" "1"
"Rui Feng" "Rui" NA "male" "0.9793"
"Rui Paulo" "Rui" NA "male" "0.9793"
"Rui Song" "Rui" NA "male" "0.9793"
"Ruixue Liu" "Ruixue" NA "unknown" NA
"Runchu Zhang" "Runchu" NA "unknown" NA
"Runlong Tang" "Runlong" NA "unknown" NA
"Runze Li" "Runze" NA "unknown" NA
"Ruoqing Zhu" "Ruoqing" NA "unknown" NA
"Ruosha Li" "Ruosha" NA "unknown" NA
"Russ Hauser" "Russ" NA "male" "1"
"Russell D Gray" "Russell" NA "male" "0.9954"
"Rusty Tchernis" "Rusty" NA "male" "0.967"
"Ruth Etzioni" "Ruth" NA "female" "0.0037"
"Ruth G Shaw" "Ruth" NA "female" "0.0037"
"Ruth Heller" "Ruth" NA "female" "0.0037"
"Ryan J Tibshirani" "Ryan" NA "male" "0.9768"
"Ryan Janicki" "Ryan" NA "male" "0.9768"
"Ryan Lekivetz" "Ryan" NA "male" "0.9768"
"Ryan Martin" "Ryan" NA "male" "0.9768"
"Ryan T Elmore" "Ryan" NA "male" "0.9768"
"Ryo Yoshida" "Ryo" NA "male" "1"
"S A Padoan" NA NA "unknown" NA
"S Allassonniere" NA NA "unknown" NA
"S C Kou" NA NA "unknown" NA
"S Chen" NA NA "unknown" NA
"S Conti" NA NA "unknown" NA
"S Correa" NA NA "unknown" NA
"S Kang" NA NA "unknown" NA
"S L Zabell" NA NA "unknown" NA
"S Land" NA NA "unknown" NA
"S Lynne Stokes" NA "Lynne" "unknown" NA
"S P Preston" NA NA "unknown" NA
"S S J Wang" NA NA "unknown" NA
"Sabine Van Huffel" "Sabine" "Van" "female" "0"
"Sadanori Konishi" "Sadanori" NA "male" "1"
"Sahand Negahban" "Sahand" NA "male" "1"
"Saharon Rosset" "Saharon" NA "unknown" NA
"Sallie Keller-McNulty" "Sallie" NA "female" "0.0014"
"Sally C Morton" "Sally" NA "female" "0.0029"
"Sally W Thurston" "Sally" NA "female" "0.0029"
"Sally Wood" "Sally" NA "female" "0.0029"
"Sam Behseta" "Sam" NA "male" "0.9872"
"Sam Efromovich" "Sam" NA "male" "0.9872"
"Samir Ben Hariz" "Samir" "Ben" "male" "0.9921"
"Samir Soneji" "Samir" NA "male" "0.9921"
"Samiran Sinha" "Samiran" NA "female" "0"
"Samuel Copt" "Samuel" NA "male" "0.9958"
"Samuel Muller" "Samuel" NA "male" "0.9958"
"Samuel S Wu" "Samuel" NA "male" "0.9958"
"Sanat K Sarkar" "Sanat" NA "male" "1"
"Sander Greenland" "Sander" NA "male" "0.9241"
"Sandra A Garcet-Rodriguez" "Sandra" NA "female" "0.0029"
"Sandra Freitag-Wolf" "Sandra" NA "female" "0.0029"
"Sandy Clarke" "Sandy" NA "female" "0.1044"
"Sanford Weisberg" "Sanford" NA "male" "1"
"Sangeeta Khare" "Sangeeta" NA "female" "0"
"Sangjun Lee" "Sangjun" NA "unknown" NA
"Sanjay Chaudhuri" "Sanjay" NA "male" "1"
"Sanjib Basu" "Sanjib" NA "unknown" NA
"Sanjoy K Sinha" "Sanjoy" NA "unknown" NA
"Sara A van de Geer" "Sara" NA "female" "0.0029"
"Sara D Lawhon" "Sara" NA "female" "0.0029"
"Sara Geneletti" "Sara" NA "female" "0.0029"
"Sara Lopez-Pintado" "Sara" NA "female" "0.0029"
"Sara Martino" "Sara" NA "female" "0.0029"
"Sara Sjostedt-de Luna" "Sara" "Sjostedt-de" "female" "0.0029"
"Sara Taskinen" "Sara" NA "female" "0.0029"
"Sara van de Geer" "Sara" "van" "female" "0.0029"
"Sarah B Streett" "Sarah" NA "female" "0.0029"
"Sarah J Ratcliffe" "Sarah" NA "female" "0.0029"
"Sarat C Dass" "Sarat" NA "female" "0"
"Sarjinder Singh" "Sarjinder" NA "unknown" NA
"Sastry G Pantula" "Sastry" NA "unknown" NA
"Satoshi Kuriki" "Satoshi" NA "male" "1"
"Saul Shiffman" "Saul" NA "male" "0.9975"
"Savas Papadopoulos" "Savas" NA "male" "1"
"Scotland C Leman" "Scotland" NA "male" "0.5991"
"Scott A Sisson" "Scott" NA "male" "0.9964"
"Scott B Cantor" "Scott" NA "male" "0.9964"
"Scott D Solomon" "Scott" NA "male" "0.9964"
"Scott Gilbert" "Scott" NA "male" "0.9964"
"Scott H Holan" "Scott" NA "male" "0.9964"
"Scott L Schwartz" "Scott" NA "male" "0.9964"
"Scott L Zeger" "Scott" NA "male" "0.9964"
"Scott Lindroth" "Scott" NA "male" "0.9964"
"Scott Lorch" "Scott" NA "male" "0.9964"
"Scott M Berry" "Scott" NA "male" "0.9964"
"Sean D Campbell" "Sean" NA "male" "0.9925"
"Sean OBrien" "Sean" NA "male" "0.9925"
"Sebastian Irle" "Sebastian" NA "male" "0.9973"
"Sebastien Gadat" "Sebastien" NA "male" "1"
"Sebastien J-P A Haneuse" "Sebastien" "J-P" "male" "1"
"Sebastien Van Bellegem" "Sebastien" "Van" "male" "1"
"Seiya Imoto" "Seiya" NA "male" "1"
"Seok-Oh Jeong" "Seok-Oh" NA "unknown" NA
"SEONGHO Wu" "SEONGHO" NA "unknown" NA
"Seonjoo Lee" "Seonjoo" NA "unknown" NA
"Sergey Sheetlin" "Sergey" NA "male" "1"
"Sergey Zeltyn" "Sergey" NA "male" "1"
"Sergio Bacallado" "Sergio" NA "male" "0.9946"
"Sergiy Sidenko" "Sergiy" NA "unknown" NA
"Seth Sanders" "Seth" NA "male" "0.9966"
"Seth Sullivant" "Seth" NA "male" "0.9966"
"Seu Keow Cheng" "Seu" "Keow" "male" "1"
"Seunggeun Lee" "Seunggeun" NA "unknown" NA
"Shahar Mendelson" "Shahar" NA "unknown" NA
"Shakeeb Khan" "Shakeeb" NA "unknown" NA
"Shan Ba" "Shan" NA "male" "0.6946"
"Shane T Jensen" "Shane" NA "male" "0.9805"
"Shanshan Wang" "Shanshan" NA "unknown" NA
"Shao-Wei Cheng" "Shao-Wei" NA "unknown" NA
"Shaojun Guo" "Shaojun" NA "unknown" NA
"Shaoli Wang" "Shaoli" NA "unknown" NA
"Sharad Borle" "Sharad" NA "male" "1"
"Sharon-Lise T Normand" "Sharon-Lise" NA "unknown" NA
"Sharon L Hedley" "Sharon" NA "female" "0.0038"
"Sharon L Lohr" "Sharon" NA "female" "0.0038"
"Shaun R Seaman" "Shaun" NA "male" "0.9539"
"Shein-Chung Chow" "Shein-Chung" NA "unknown" NA
"Sheng Luo" "Sheng" NA "female" "0.0273"
"ShengLi Tzeng" "ShengLi" NA "unknown" NA
"Shibao Feng" "Shibao" NA "unknown" NA
"Shie-Shien Yang" "Shie-Shien" NA "unknown" NA
"Shijie Tang" "Shijie" NA "unknown" NA
"Shili Lin" "Shili" NA "unknown" NA
"Shinsuke Koyama" "Shinsuke" NA "male" "1"
"Shinto Eguchi" "Shinto" NA "unknown" NA
"Shiqing Ling" "Shiqing" NA "unknown" NA
"Shogo Kato" "Shogo" NA "male" "1"
"Shoichi Sasabuchi" "Shoichi" NA "male" "1"
"Shu-Chuan Chen" "Shu-Chuan" NA "unknown" NA
"Shuangge Ma" "Shuangge" NA "unknown" NA
"Shuanglin Zhang" "Shuanglin" NA "unknown" NA
"Shubhankar Ray" "Shubhankar" NA "unknown" NA
"Shuheng Zhou" "Shuheng" NA "unknown" NA
"Shulamith T Gross" "Shulamith" NA "female" "0"
"Shun-Yi Chen" "Shun-Yi" NA "unknown" NA
"Shurong Zheng" "Shurong" NA "unknown" NA
"Shuyuan He" "Shuyuan" NA "unknown" NA
"Shyamal Das Peddada" "Shyamal" "Das" "male" "0.75"
"Sibel Sirakaya" "Sibel" NA "female" "0"
"Siddhartha Chib" "Siddhartha" NA "male" "1"
"Siegfried Hormann" "Siegfried" NA "male" "1"
"Siem Jan Koopman" "Siem" "Jan" "male" "1"
"Siew Leng Teng" "Siew" "Leng" "female" "0"
"Siji Wang" "Siji" NA "unknown" NA
"Sijian Wang" "Sijian" NA "unknown" NA
"Sikyum Lee" "Sikyum" NA "unknown" NA
"Silke W W Rolles" "Silke" NA "female" "0"
"Silvia Centanni" "Silvia" NA "female" "0.0027"
"Silvia Goncalves" "Silvia" NA "female" "0.0027"
"Silvia Liverani" "Silvia" NA "female" "0.0027"
"Silvia Shimakura" "Silvia" NA "female" "0.0027"
"Simon C Shaw" "Simon" NA "male" "0.9966"
"Simon Cauchemez" "Simon" NA "male" "0.9966"
"Simon Guillotte" "Simon" NA "male" "0.9966"
"Simon J Godsill" "Simon" NA "male" "0.9966"
"Simon J Sheather" "Simon" NA "male" "0.9966"
"Simon N Wood" "Simon" NA "male" "0.9966"
"Simone Pigolotti" "Simone" NA "female" "0.0173"
"Simone Vantini" "Simone" NA "female" "0.0173"
"Sin-Ho Jung" "Sin-Ho" NA "unknown" NA
"Sinae Kim" "Sinae" NA "female" "0"
"Sindhu Srinivas" "Sindhu" NA "female" "0"
"Sining Chen" "Sining" NA "unknown" NA
"Sioban D Harlow" "Sioban" NA "female" "0"
"Sittisak Leelahanon" "Sittisak" NA "unknown" NA
"Siu Hung Cheung" "Siu" "Hung" "female" "0.2663"
"Siu Kei Sun" "Siu" "Kei" "female" "0.2663"
"Snigdhansu Chatterjee" "Snigdhansu" NA "unknown" NA
"Sock-Cheng Lewin-Koh" "Sock-Cheng" NA "unknown" NA
"Sofia Andersson" "Sofia" NA "female" "9e-04"
"Sofia C Olhede" "Sofia" NA "female" "9e-04"
"Sokbae Lee" "Sokbae" NA "unknown" NA
"Soma S Dhavala" "Soma" NA "female" "0.3993"
"Somnath Datta" "Somnath" NA "unknown" NA
"Song Xi Chen" "Song" "Xi" "female" "0.2597"
"Song Yang" "Song" NA "female" "0.2597"
"Song Zhang" "Song" NA "female" "0.2597"
"Songhe Cai" "Songhe" NA "unknown" NA
"Songnian Chen" "Songnian" NA "unknown" NA
"Songqiao Wen" "Songqiao" NA "unknown" NA
"Sonia Petrone" "Sonia" NA "female" "0.0043"
"Sonja Greven" "Sonja" NA "female" "0.0011"
"Sonja Zehetmayer" "Sonja" NA "female" "0.0011"
"Sophie Baillargeon" "Sophie" NA "female" "7e-04"
"Sophie Dabo-Niang" "Sophie" NA "female" "7e-04"
"Sophie Schbath" "Sophie" NA "female" "7e-04"
"Soren Hojsgaard" "Soren" NA "male" "0.9394"
"Soren Tolver Jensen" "Soren" "Tolver" "male" "0.9394"
"Soumendra N Lahiri" "Soumendra" NA "unknown" NA
"Soumik Pal" "Soumik" NA "unknown" NA
"Sounak Chakraborty" "Sounak" NA "unknown" NA
"Sourav Chatterjee" "Sourav" NA "unknown" NA
"Spiridon Penev" "Spiridon" NA "male" "1"
"Stan Hurn" "Stan" NA "male" "1"
"Stanislav Volgushev" "Stanislav" NA "male" "1"
"Steen A Andersson" "Steen" NA "male" "1"
"Stefan Sperlich" "Stefan" NA "male" "0.9975"
"Stefan Van Aelst" "Stefan" "Van" "male" "0.9975"
"Stefanie Biedermann" "Stefanie" NA "female" "0.0011"
"Stefanie Titoff" "Stefanie" NA "female" "0.0011"
"Stefano Cabras" "Stefano" NA "male" "1"
"Stefano Favaro" "Stefano" NA "male" "1"
"Stefano M Iacus" "Stefano" NA "male" "1"
"Steffanie A Strathdee" "Steffanie" NA "female" "0"
"Steffen L Lauritzen" "Steffen" NA "male" "1"
"Steffen Unkel" "Steffen" NA "male" "1"
"Steinar Engen" "Steinar" NA "male" "0.9966"
"Stephan Clemencon" "Stephan" NA "male" "0.9905"
"Stephan F Huckemann" "Stephan" NA "male" "0.9905"
"Stephane Mallat" "Stephane" NA "female" "0.3554"
"Stephane Mottelet" "Stephane" NA "female" "0.3554"
"Stephanie M Engel" "Stephanie" NA "female" "0.0034"
"Stephen Bruce Vardeman" "Stephen" "Bruce" "male" "0.9964"
"Stephen E Feinberg" "Stephen" NA "male" "0.9964"
"Stephen E Fienberg" "Stephen" NA "male" "0.9964"
"Stephen G Walker" "Stephen" NA "male" "0.9964"
"Stephen H Shore" "Stephen" NA "male" "0.9964"
"Stephen L Rathbun" "Stephen" NA "male" "0.9964"
"Stephen Lagakos" "Stephen" NA "male" "0.9964"
"Stephen M S Lee" "Stephen" NA "male" "0.9964"
"Stephen M Stigler" "Stephen" NA "male" "0.9964"
"Stephen Ogle" "Stephen" NA "male" "0.9964"
"Stephen P Brooks" "Stephen" NA "male" "0.9964"
"Stephen Portnoy" "Stephen" NA "male" "0.9964"
"Stephen W Raudenbush" "Stephen" NA "male" "0.9964"
"Steve Brooks" "Steve" NA "male" "0.9961"
"Steve Butler" "Steve" NA "male" "0.9961"
"Steve Hanneke" "Steve" NA "male" "0.9961"
"Steven Bate" "Steven" NA "male" "0.9963"
"Steven Buyske" "Steven" NA "male" "0.9963"
"Steven D Mark" "Steven" NA "male" "0.9963"
"Steven de Rooij" "Steven" "de" "male" "0.9963"
"Steven E Lipshultz" "Steven" NA "male" "0.9963"
"Steven E Stern" "Steven" NA "male" "0.9963"
"Steven J Novick" "Steven" NA "male" "0.9963"
"Steven K Thompson" "Steven" NA "male" "0.9963"
"Steven L Gortmaker" "Steven" NA "male" "0.9963"
"Steven L Scott" "Steven" NA "male" "0.9963"
"Steven M Bortnick" "Steven" NA "male" "0.9963"
"Steven M Goodreau" "Steven" NA "male" "0.9963"
"Steven N Evans" "Steven" NA "male" "0.9963"
"Steven N MacEachern" "Steven" NA "male" "0.9963"
"Steven P Lalley" "Steven" NA "male" "0.9963"
"Stijn Vansteelandt" "Stijn" NA "unknown" NA
"Stuart Barber" "Stuart" NA "male" "0.9953"
"Stuart Coles" "Stuart" NA "male" "0.9953"
"Stuart R Lipsitz" "Stuart" NA "male" "0.9953"
"Stuart Wagenius" "Stuart" NA "male" "0.9953"
"Su-Chun Cheng" "Su-Chun" NA "unknown" NA
"Subal C Kumbhakar" "Subal" NA "male" "1"
"Subharup Guha" "Subharup" NA "unknown" NA
"Subhash R Lele" "Subhash" NA "unknown" NA
"Subhashis Ghosal" "Subhashis" NA "unknown" NA
"Sucharita Gopal" "Sucharita" NA "unknown" NA
"Sudipto Banerjee" "Sudipto" NA "unknown" NA
"Sue Min Lai" "Sue" "Min" "female" "0.0037"
"Suhasini Subba Rao" "Suhasini" "Subba" "unknown" NA
"Sujay Datta" "Sujay" NA "male" "1"
"Sujit K Ghosh" "Sujit" NA "male" "1"
"Sujit K Sahu" "Sujit" NA "male" "1"
"Sumeetpal S Singh" "Sumeetpal" NA "unknown" NA
"Sunduz Kelecs" "Sunduz" NA "unknown" NA
"Sung-Cheol Yun" "Sung-Cheol" NA "unknown" NA
"Sung-Ho Kim" "Sung-Ho" NA "unknown" NA
"Sungduk Kim" "Sungduk" NA "unknown" NA
"Sunghoon Kwon" "Sunghoon" NA "unknown" NA
"Sungkyu Jung" "Sungkyu" NA "unknown" NA
"Sungyoung Auh" "Sungyoung" NA "unknown" NA
"Suojin Wang" "Suojin" NA "unknown" NA
"Surajit Ray" "Surajit" NA "unknown" NA
"Surya T Tokdar" "Surya" NA "male" "0.7263"
"Susan A Gauthier" "Susan" NA "female" "0.0022"
"Susan A Murphy" "Susan" NA "female" "0.0022"
"Susan Lozier" "Susan" NA "female" "0.0022"
"Susan Murray" "Susan" NA "female" "0.0022"
"Susan P Holmes" "Susan" NA "female" "0.0022"
"Susana Rubin-Bleuer" "Susana" NA "female" "0.0026"
"Susanne M Schennach" "Susanne" NA "female" "0"
"Susanne Rosthoj" "Susanne" NA "female" "0"
"Suyun Huang" "Suyun" NA "unknown" NA
"Suzette Blanchard" "Suzette" NA "female" "3e-04"
"Sveinung Erland" "Sveinung" NA "male" "1"
"Swati Biswas" "Swati" NA "female" "0"
"Syed N U A Kirmani" "Syed" NA "male" "0.9972"
"Sylvain Arlot" "Sylvain" NA "male" "1"
"Sylvain Sardy" "Sylvain" NA "male" "1"
"Sylvia Fruhwirth-Schnatter" "Sylvia" NA "female" "0.0037"
"Sylvia Richardson" "Sylvia" NA "female" "0.0037"
"Sylvie Goetgeluk" "Sylvie" NA "female" "0"
"Sylvie Huet" "Sylvie" NA "female" "0"
"Szymon Borak" "Szymon" NA "male" "1"
"T C Chang" NA NA "unknown" NA
"T D Downs" NA NA "unknown" NA
"T J Heaton" NA NA "unknown" NA
"T Jaki" NA NA "unknown" NA
"T N Sriram" NA NA "unknown" NA
"T Schweder" NA NA "unknown" NA
"T Tony Cai" NA "Tony" "unknown" NA
"Ta-Hsin Li" "Ta-Hsin" NA "unknown" NA
"Tadeusz Inglot" "Tadeusz" NA "male" "1"
"Tae Yoon Kim" "Tae" "Yoon" "male" "0.7661"
"Taeyoung Park" "Taeyoung" NA "unknown" NA
"Tailen Hsing" "Tailen" NA "unknown" NA
"Takeshi Tsukamoto" "Takeshi" NA "male" "0.9779"
"Takis Merkouris" "Takis" NA "female" "0.3278"
"Tamas Rudas" "Tamas" NA "male" "1"
"Tanya Henneman" "Tanya" NA "female" "0.0033"
"Tanzy Love" "Tanzy" NA "female" "0"
"Tao Huang" "Tao" NA "male" "0.961"
"Tao Lin" "Tao" NA "male" "0.961"
"Tao Lu" "Tao" NA "male" "0.961"
"Tao Shi" "Tao" NA "male" "0.961"
"Tao Wang" "Tao" NA "male" "0.961"
"Tao Yu" "Tao" NA "male" "0.961"
"Tapabrata Maiti" "Tapabrata" NA "unknown" NA
"Tatiyana V Apanasovich" "Tatiyana" NA "female" "0"
"Tatsuki Koyama" "Tatsuki" NA "male" "1"
"Tatyana Krivobokova" "Tatyana" NA "female" "0"
"Ted Chang" "Ted" NA "male" "0.9978"
"Teng Zhang" "Teng" NA "male" "1"
"Terence P Speed" "Terence" NA "male" "0.9945"
"Terence Tao" "Terence" NA "male" "0.9945"
"Teresa Ledwina" "Teresa" NA "female" "0.0027"
"Teresa T Pereira" "Teresa" NA "female" "0.0027"
"Terje Myklebust" "Terje" NA "male" "1"
"Tetsuhisa Miwa" "Tetsuhisa" NA "unknown" NA
"Thaddeus Tarpey" "Thaddeus" NA "male" "0.998"
"Thais C O Fonseca" "Thais" NA "female" "0"
"Thanh Mai Pham Ngoc" "Thanh" "Mai" "male" "0.6088"
"Theo Gasser" "Theo" NA "male" "0.8526"
"Theodore Karrison" "Theodore" NA "male" "0.9962"
"Theofanis Sapatinas" "Theofanis" NA "male" "1"
"Thierry Duchesne" "Thierry" NA "male" "0.9636"
"Thomas A Gerds" "Thomas" NA "male" "0.9964"
"Thomas A Louis" "Thomas" NA "male" "0.9964"
"Thomas A Mazzuchi" "Thomas" NA "male" "0.9964"
"Thomas A Severini" "Thomas" NA "male" "0.9964"
"Thomas Brendan Murphy" "Thomas" "Brendan" "male" "0.9964"
"Thomas C M Lee" "Thomas" NA "male" "0.9964"
"Thomas D Cook" "Thomas" NA "male" "0.9964"
"Thomas E Nichols" "Thomas" NA "male" "0.9964"
"Thomas Ferguson" "Thomas" NA "male" "0.9964"
"Thomas H Scheike" "Thomas" NA "male" "0.9964"
"Thomas Hofmann" "Thomas" NA "male" "0.9964"
"Thomas J DiCiccio" "Thomas" NA "male" "0.9964"
"Thomas J Santner" "Thomas" NA "male" "0.9964"
"Thomas Kneib" "Thomas" NA "male" "0.9964"
"Thomas Lumley" "Thomas" NA "male" "0.9964"
"Thomas M Stoker" "Thomas" NA "male" "0.9964"
"Thomas Mathew" "Thomas" NA "male" "0.9964"
"Thomas Michael Dubinin" "Thomas" "Michael" "male" "0.9964"
"Thomas Mikosch" "Thomas" NA "male" "0.9964"
"Thomas P Hettmansperger" "Thomas" NA "male" "0.9964"
"Thomas R Ten Have" "Thomas" NA "male" "0.9964"
"Thomas S Richardson" "Thomas" NA "male" "0.9964"
"Thomas S Shively" "Thomas" NA "male" "0.9964"
"Thomas T Ten Have" "Thomas" NA "male" "0.9964"
"Thomas Verdebout" "Thomas" NA "male" "0.9964"
"Thomas W Sager" "Thomas" NA "male" "0.9964"
"Thorsten Dickhaus" "Thorsten" NA "male" "1"
"Thorsten Pauls" "Thorsten" NA "male" "1"
"Thorsten Wagner" "Thorsten" NA "male" "1"
"Thuan Nguyen" "Thuan" NA "male" "0.975"
"Tian Cai" "Tian" NA "male" "0.5316"
"Tian Zheng" "Tian" NA "male" "0.5316"
"Tianle Hu" "Tianle" NA "unknown" NA
"Tianxi Cai" "Tianxi" NA "unknown" NA
"Tiefeng Jiang" "Tiefeng" NA "unknown" NA
"Tiejun Tong" "Tiejun" NA "unknown" NA
"Tigran Markaryan" "Tigran" NA "male" "1"
